FW_TILED,4096,16,73.0947
FW_TILED,4096,16,38.0156
FW_TILED,4096,16,17.9620
FW_TILED,4096,16,7.7562
FW_TILED,4096,16,3.7939
FW_TILED,4096,16,2.8559
FW_TILED,4096,16,2.1333
FW_TILED,4096,32,51.8229
FW_TILED,4096,32,27.7281
FW_TILED,4096,32,13.7931
FW_TILED,4096,32,6.5657
FW_TILED,4096,32,3.2742
FW_TILED,4096,32,1.7079
FW_TILED,4096,32,1.1557
FW_TILED,4096,64,40.0730
FW_TILED,4096,64,20.8204
FW_TILED,4096,64,10.3736
FW_TILED,4096,64,4.8559
FW_TILED,4096,64,2.3074
FW_TILED,4096,64,1.1753
FW_TILED,4096,64,1.1483
FW_TILED,4096,128,35.1876
FW_TILED,4096,128,18.5123
FW_TILED,4096,128,9.3749
FW_TILED,4096,128,4.6991
FW_TILED,4096,128,2.4696
FW_TILED,4096,128,1.9762
FW_TILED,4096,128,2.3656
FW_TILED,4096,256,43.3112
FW_TILED,4096,256,22.6540
FW_TILED,4096,256,11.3329
FW_TILED,4096,256,6.0449
FW_TILED,4096,256,5.0611
FW_TILED,4096,256,5.3607
FW_TILED,4096,256,6.1108
